cod_ponto;sist_hidrico;localizacao;data_inicio;data_fim;municipio;id_ponto;n_ugrhi;code_muni;name_muni
TIPI04900;Reservatório de Pirapora;Próximo às comportas da barragem do Reservatório de Pirapora;1974-10-01;NA;PIRAPORA DO BOM JESUS;125;6;3539103;Pirapora Do Bom Jesus
IAIM02900;Córrego Itaim;Na sua foz, no trevo de Interligação da SP-066 / SP - 056 / SP - 070.;NA;NA;POA;2311;6;3539806;Poá
RGDE02030;Reservatório do Rio Grande;1 Km depois da desembocadura do Rio Grande ou Jurubatuba, próximo a transposição da SABESP.;2015-01-01;NA;RIBEIRAO PIRES;2491;6;3543303;Ribeirão Pires
PIRE02900;Ribeirão Pires;Ponte da Eletropaulo, na Av. Rotary, no bairro Estância Noblesse, quase às margens Reservatório do Rio Grande.;2003-01-01;NA;RIBEIRAO PIRES;673;6;3543303;Ribeirão Pires
RGDE02200;Reservatório do Rio Grande;No Clube Prainha Tahiti Camping Náutica, na altura do Km 42 da rodovia SP-31.;1983-01-01;NA;RIBEIRAO PIRES;141;6;3543303;Ribeirão Pires
GADE02900;Rio Grande ou Jurubatuba;Ponte na Av. Santo André (SP-122), na entrada do município de Rio Grande da Serra.;1979-01-01;NA;RIO GRANDE DA SERRA;262;6;3544103;Rio Grande Da Serra
GADE02800;Rio Grande ou Jurubatuba;Na Travessia de pedestres no Bairro Cortes, em Rio Grande da Serra.;2020-01-01;NA;RIO GRANDE DA SERRA;3420;6;3544103;Rio Grande Da Serra
TIES04900;Reservatório Edgard de Souza;Próximo às comportas da barragem do reservatório, após a rede para retenção de aguapés.;1976-01-01;NA;SANTANA DO PARNAIBA;124;6;3547304;Santana De Parnaíba
CORU04950;Ribeirão dos Couros;Ponte na Rua Tocantínia/Rudge Ramos, na divisa de S. B. Campo/São Paulo;2012-01-01;NA;SÃO BERNARDO DO CAMPO;2201;6;3548708;São Bernardo Do Campo
BIRP00500;Braço do Rio Pequeno;No Braço do Rio Pequeno, a aproximadamente 2 km à montante da Rodovia Caminhos do Mar.;2015-04-14;NA;SÃO BERNARDO DO CAMPO;2493;6;3548708;São Bernardo Do Campo
RGDE02900;Reservatório do Rio Grande;Próximo à rodovia Anchieta, junto à captação da SABESP;1974-10-01;NA;SÃO BERNARDO DO CAMPO;138;6;3548708;São Bernardo Do Campo
BILL02500;Reservatório Billings;No meio do corpo central, sob a ponte da rodovia dos Imigrantes.;1976-01-01;NA;SÃO BERNARDO DO CAMPO;139;6;3548708;São Bernardo Do Campo
BILL02900;Reservatório Billings;Próximo à barragem reguladora Biliings-Pedras (Summit Control).;1976-01-01;NA;SÃO BERNARDO DO CAMPO;140;6;3548708;São Bernardo Do Campo
TAMT04500;Rio Tamanduateí;Ponte na Avenida do Estado X Rua do Ouro, na divisa ente São Caetano do Sul e Santo André, em frente à Akzo Nobel.;1977-01-01;NA;SÃO CAETANO DO SUL;142;6;3548807;São Caetano Do Sul
SJBA04225;Cor. São João do Barueri;Na ponte da entrada da Chácara Mariana, na divisa de São Roque com Itapevi;NA;NA;SAO ROQUE;2253;6;3550605;São Roque
TIET03120;Rio Tietê;A jusante da ETE de Suzano.;2001-01-01;NA;SUZANO;352;6;3552502;Suzano
PEBA00900;Reservatório Taiaçupeba;Na captação da SABESP;2001-01-01;NA;SUZANO;353;6;3552502;Suzano
PEBA00100;Reservatório Taiaçupeba;No início do braço do Taiaçupeba-Mirim.;2001-01-01;2009-06-01;SUZANO;354;6;3552502;Suzano
TAIA02800;Rio Taiaçupeba-Açu;A jusante do vertedouro do Reservatório de Taiaçupeba e montante da Indústria de papel e celulóse Suzano.;1977-11-01;2013-11-03;SUZANO;117;6;3552502;Suzano
TAIM00800;Rio Taiaçupeba-Mirim;Ponte na estrada de terra, no final da Trav. Crispim Adelino Cardoso, ao lado da EEE da SABESP.;2009-01-01;NA;SUZANO;1791;6;3552502;Suzano
UNVA03900;Ribeirão Una ou Varginha (UGHRI 6);Na sua foz, na Av. Jorge Bei Maluf.;NA;NA;SUZANO;2309;6;3552502;Suzano
GUAO02900;Rio Guaió;Ponte na Rod. 066 (Rod. Henrique Eroles), na sua foz em Suzano.;2015-01-01;NA;SUZANO;2310;6;3552502;Suzano
TAIA02900;Rio Taiaçupeba-Açu;Ponte na divisa de Suzano/ Mogi das Cruzes, a jusante da Companhia Suzano de papel e celulose.;2014-02-01;NA;SUZANO;2348;6;3552502;Suzano
CAMO00900;Reservatório Capivari-Monos;Junto à Estação de Recalque da SABESP.;1977-11-01;NA;SÃO PAULO;137;7;3550308;São Paulo
MOJI02840;Rio Moji;PRÓXIMO A USIMINAS;2010-07-01;NA;CUBATAO;2102;7;3513504;Cubatão
PERE02900;Rio Perequê;No Rio Perequê. Junto a captação da Carbocloro.;2004-04-01;NA;CUBATAO;747;7;3513504;Cubatão
CUBA02700;Rio Cubatão;Na ponte Preta, em frente à antiga Estação de Tratamento de Água do Rio Cubatão.;1977-01-01;NA;CUBATAO;206;7;3513504;Cubatão
CUBA03900;Rio Cubatão;Ponte da estrada de ferro Santos-Jundiaí, cerca de 1,5 Km a jusante da confluência com o Perequê.;1977-01-01;NA;CUBATAO;207;7;3513504;Cubatão
CFUG02900;Canal de Fuga II da UHE Henry Borden;Canal de fuga II da Usina Hidroelétrica Henry Borden, na saída da turbina da Usina Externa.;1977-01-01;NA;CUBATAO;208;7;3513504;Cubatão
MOJI02800;Rio Moji;Ponte na Rodovia Piaçaguera-Guarujá, que liga Cubatão a Guarujá.;1977-01-01;NA;CUBATAO;209;7;3513504;Cubatão
PIAC02700;Rio Piaçaguera;Ponte localizada na COSIPA, continuação da antiga Rua 3, Vila Parisi, 300m jusante Adubos Trevo.;1982-08-01;NA;CUBATAO;210;7;3513504;Cubatão
MARO22800;Rio Santo Amaro;Ponte na Av. Santos Dumont, depois do Posto de Saúde Municipal.;2013-01-01;NA;GUARUJA;2230;7;3518701;Guarujá
NAEM02900;Rio Itanhaém;Rua Demerval Pereira Leite, na altura do nº 214, na margem oposta ao Iate Clube.;2001-01-01;NA;ITANHAEM;574;7;3522109;Itanhaém
BACO02950;Rio Branco (Itanhaém);PONTE PRÓXIMA DA CAPTAÇÃO DO MAMBÚ-SABESP;2009-01-01;NA;ITANHAEM;1781;7;3522109;Itanhaém
NAEM02850;Rio Itanhaém;No Pier da sede do DAEE de Itanhaém , junto  ao posto DAEE 3F-006.;2001-01-01;NA;ITANHAEM;2664;7;3522109;Itanhaém
PETO02900;Rio Preto - UGRHI 07;Na ponte do caminho do Guaraú.;2001-01-01;NA;PERUIBE;575;7;3537602;Peruíbe
SABO22500;Rio Saboó;Ponte na Av. Pres. Getúlio Vargas, ao lado Centro de Treinamento Meninos da Vila.;2016-01-01;NA;SANTOS;2535;7;3548500;Santos
ANCO02900;Rio Branco;Na ponte da Rodovia Pedro Taques, antes do pedágio;2001-01-01;NA;SÃO VICENTE;572;7;3551009;São Vicente
REIS02900;Rio Canal Barreiros;Na ponte pênsil.;2001-01-01;NA;SÃO VICENTE;573;7;3551009;São Vicente
CATA23850;Rio Catarina Moraes;Pontilhão na Av. Penedo, 300.Em frente do final da  Rua Rio Lago.;2015-10-01;NA;SÃO VICENTE;2530;7;3551009;São Vicente
IPAU02900;Rio Itapanhaú;Margem esquerda, no ancoradouro da Marina do Forte.;2001-01-01;NA;BERTIOGA;569;7;3506359;Bertioga
IPAU02800;Rio Itapanhaú;No pier da balsa para Usina Itatinga.;2001-01-01;2003-12-31;BERTIOGA;570;7;3506359;Bertioga
ITAE02900;Rio Itaguaré;Na ponte da Rodovia Rio / Santos.;2001-01-01;NA;BERTIOGA;571;7;3506359;Bertioga
IPAU02600;Rio Itapanhaú;Na captação da SABESP de Bertioga - Estação de Tratamento de Água Itapanhaú e captação da Riviera de São Lourenço.;2016-06-01;NA;BERTIOGA;2617;7;3506359;Bertioga
TUBA02900;Rio Guaratuba;Ponte na Rio Santos, no fim da praia do Guaratuba;2001-01-01;NA;BERTIOGA;833;7;3506359;Bertioga
SAPU02050;Rio Sapucaí -UGHRI 8;Ponte da Rod. do Guardinha, cerca de 5 km antes da divisa  de MG.;2006-01-01;NA;ALTINÓPOLIS;1346;8;3501004;Altinópolis
SAPU02150;Rio Sapucaí -UGHRI 8;PONTE NA ESTRADA DA USINA BATATAIS;2007-01-01;NA;BATATAIS;1419;8;3505906;Batatais
BAGR04950;Ribeirão dos Bagres;Ponte na Fazenda Boa Sorte, a 2 km da foz, em Batatais.;2006-10-01;NA;BATATAIS;1345;8;3505906;Batatais
SAPU02200;Rio Sapucaí -UGHRI 8;Ponte na Rod.336 (antiga rod. Franca/Batatais), a jusante do Rib.Sta.Bárbara.;2006-01-01;NA;BATATAIS;1347;8;3505906;Batatais
BAGR04020;Ribeirão dos Bagres;Ponte sob a Av. Hélio Palermo, a 500 metros da nascente.;2006-01-01;NA;FRANCA;1344;8;3516200;Franca
BAGR04500;Ribeirão dos Bagres;Ponte no final da Rua Rio Trombetas com a  Av. das Seringueiras, próximo ao Residencial Amazonas.;1979-01-01;NA;FRANCA;228;8;3516200;Franca
KNOA02500;Rio Canoas;Na captação da SABESP de Franca no Rio Canoas, na divisa de SP/MG.;2018-01-01;NA;FRANCA;2651;8;3516200;Franca
SAPU02900;Rio Sapucaí -UGHRI 8;Ponte na estrada vicinal que liga Guaira ao Rio Grande, alt. do km 13 + 200m, junto a régua do DAEE (5B -007).;2012-01-01;NA;GUAIRA;2207;8;3517406;Guaíra
JARD04800;Ribeirão do Jardim;Ponte na área rural a jusante do lançamento das ETEs Matadouro, Fogão e Santa Quitéria.;2016-01-01;NA;GUAIRA;2560;8;3517406;Guaíra
SAPU02800;Rio Sapucaí -UGHRI 8;Ponte na rodovia SP 425, que liga Guaíra a Miguelópolis.;2000-10-04;2011-12-31;GUAIRA;359;8;3517406;Guaíra
CARM04400;Rio do Carmo;NA PONTE DA ROV. ANHANGUERA (SP-330) ALT. DO KM 416;2009-04-01;NA;ITUVERAVA;1790;8;3524105;Ituverava
GRDE02300;Rio Grande - UGRHI 08, 12 e 15;Ponte na rod. SP-413, no trecho que liga Miguelópolis/Guaira a Uberaba, jusante Usina Volta Grande.;2001-01-01;NA;MIGUELOPOLIS;362;8;3529708;Miguelópolis
SAPZ04500;Rio Sapucaizinho;Ponte na  Rod. SP 345, km 3, na entrada da cidade, a jusante do Lacticínio Jussara. Junto a régua do DAEE 4B-015.;2015-01-01;NA;PATROCINIO PAULISTA;2342;8;3536307;Patrocínio Paulista
BAGR04600;Ribeirão dos Bagres;Ponte na rodovia de acesso à SP-334, no município de Restinga.;2001-06-12;NA;RESTINGA;374;8;3542701;Restinga
SAPU02250;Rio Sapucaí -UGHRI 8;Ponte da Rod. SP-334, a montante do Rib. dos Bagres, em Restinga;2006-01-01;NA;RESTINGA;1349;8;3542701;Restinga
PNHO04500;Ribeirão Pinheirinho - UGHRI 8;Ponte na Av. 9 de Jullho, junto a régua do DAEE 4C-002, em Santo Antonio da Alegria.;2016-01-01;NA;SANTO ANTONIO DA ALEGRIA;2506;8;3547908;Santo Antônio Da Alegria
SAPU02400;Rio Sapucaí -UGHRI 8;Ponte na rodovia SP-345, no trecho que liga Barretos a Franca.;1974-10-01;2000-12-31;SÃO JOAQUIM DA BARRA;229;8;3549409;São Joaquim Da Barra
SAPU02300;Rio Sapucaí -UGHRI 8;Ponte na rodovia que liga Nuporanga a São José da Bela Vista, próxima da PCH dos Dourados.;2000-10-04;NA;SÃO JOSÉ DA BELA VISTA;358;8;3549508;São José Da Bela Vista
SAPU02270;Rio Sapucaí -UGHRI 8;Ponte na estrada da Usina Batatais, 600 metros a jusante do Rib. dos Bagres;2006-01-01;NA;SÃO JOSÉ DA BELA VISTA;1350;8;3549508;São José Da Bela Vista
JAMI02500;Rio Jaguari-Mirim;Ponte na Rodovia SP-340, no Km 212,9,  junto a régua do DAEE 4C-013.;2005-03-01;NA;AGUAÍ;713;9;3500303;Aguaí
ARAS02900;Rio das Araras;Ponte de madeira sobre Rio Araras na Foz -ETE.;2002-01-01;NA;ARARAS;707;9;3503307;Araras
ARAS03400;Rio das Araras;Montante do lançamento da ETE - Ponte do Bairro Loreto.;2003-01-01;2010-06-03;ARARAS;708;9;3503307;Araras
MOGU02800;Rio Mogi-Guaçu;PONTE NA SP 333, NA ENTRADA DE BARRINHA;2010-01-01;NA;BARRINHA;1953;9;3505609;Barrinha
ERAZ02990;Ribeirão Ferraz;Foz do Ribeirão Ferraz próximo ao Pesqueiro na cidade de Conchal.;2002-01-01;NA;CONCHAL;704;9;3512209;Conchal
ERAZ02700;Ribeirão Ferraz;Ponte sobre na SP 191, km 23,5;2002-01-01;NA;CONCHAL;705;9;3512209;Conchal
RONC02800;Ribeirão das Onças (UGRHI 9);PONTE NA ESTRADA DE TERRA QUE LIGA A USINA SÃO MARTINHO A SERTÃZINHO;2010-01-01;NA;DUMONT;1959;9;3514601;Dumont
PEXE02950;Rio do Peixe-UGRHI 9;Ponte na Foz do Rio do Peixe, na Estr. de Piraporinha x Estrada Luiz Cavinague.;2013-01-01;NA;ITAPIRA;2248;9;3522604;Itapira
ENHA02900;Ribeirão da Penha;Ponte na estrada IPI-080, à jusante da ETE de Itapira.;2014-01-01;NA;ITAPIRA;2242;9;3522604;Itapira
RICO02600;Córrego  Rico- UGHRI 9;NA CAPTAÇÃO DE JABOTICABAL (SAAEJ);2010-01-01;NA;JABOTICABAL;1955;9;3524303;Jaboticabal
RICO03900;Córrego  Rico- UGHRI 9;PONTE NA ESTRADA DE TERRA BARRINHA/USINA SÃO CARLOS.;2010-01-01;NA;JABOTICABAL;1956;9;3524303;Jaboticabal
MOGU02250;Rio Mogi-Guaçu;Rio Mogi Guaçú, a montante do Ribeirão do Meio - Bairro Taquari Ponte. Junto a régua  do DAEE 4D-029.;2002-01-01;NA;LEME;694;9;3526704;Leme
MOGU02240;Rio Mogi-Guaçu;A jusante da Usina Cresciumal, em frente a placa do IBAMA que protege a mata ciliar.;2002-01-01;2008-12-31;LEME;682;9;3526704;Leme
MEIO02900;Ribeirão do Meio;Ponte F. Baldim, sobre o Ribeirão do Meio, ao lado da Fazenda, junto a régua do DAEE 4D-030.;2002-01-01;NA;LEME;683;9;3526704;Leme
TINO03600;Córrego Constantino;Ponte sobre o Córrego Constantino , na Rodovia Anhanguera, em Leme.;2005-10-01;2010-06-03;LEME;684;9;3526704;Leme
RONC02030;Ribeirão das Onças (UGRHI 9);PONTE PRÓXIMA A FAZ. CANNÃA, A MONTANTE DA ETE DE LUIS ANTONIO.;2010-01-01;NA;LUIS ANTONIO;1957;9;3527603;Luís Antônio
RONC02400;Ribeirão das Onças (UGRHI 9);NA PONTE DA SP 255, PRÓXIMO DO KM 24, ANTES DE BONFIM PAULISTA;2010-01-01;NA;LUIS ANTONIO;1958;9;3527603;Luís Antônio
MOGU02200;Rio Mogi-Guaçu;Ponte na rodovia que liga Leme a Conchal, em Pádua Sales.;1976-01-01;NA;MOGI-GUAÇU;230;9;3530706;Mogi Guaçu
MOGU02160;Rio Mogi-Guaçu;Ponte na Rodovia SP-340, a jusante da cidade de Mogi-Guaçú.;2002-01-01;NA;MOGI-GUAÇU;688;9;3530706;Mogi Guaçu
MOGU02175;Rio Mogi-Guaçu;Dentro da International Paper, a jusante da confluencia do Rio Mogi-Mirim. P4.;2002-01-01;2003-12-31;MOGI-GUAÇU;689;9;3530706;Mogi Guaçu
MOGU02170;Rio Mogi-Guaçu;Dentro da International Paper, a montante da confluência com o Rio Mogi-Mirim.;2002-01-01;2003-12-31;MOGI-GUAÇU;690;9;3530706;Mogi Guaçu
MOGU02180;Rio Mogi-Guaçu;Dentro da International Paper, depois da última plataforma, 200 metros a jusante do lançamento do efluente líquido.;2002-01-01;2013-12-31;MOGI-GUAÇU;691;9;3530706;Mogi Guaçu
MOCA02990;Reservatório Cachoeira de Cima;A montante da barragem da AES - Usina Elétrica de Mogi Guaçú;2002-01-01;NA;MOGI-GUAÇU;693;9;3530706;Mogi Guaçu
ORIZ02900;Rio Oriçanga;Ponte sobre a Rod. Almino Afonso, em Martinho Prado, ao lado da Fazenda Mombaça.;2002-01-01;NA;MOGI-GUAÇU;695;9;3530706;Mogi Guaçu
ORIZ02600;Rio Oriçanga;Ponte na SP 340  no Km 179,5.;2005-01-01;2010-06-03;MOGI-GUAÇU;696;9;3530706;Mogi Guaçu
IPPE02900;Córrego do Ipê;Ponte sobre o Córrego Ipê na estrada do Pica-Pau.;2002-01-01;2010-06-03;MOGI-GUAÇU;700;9;3530706;Mogi Guaçu
MOGU02210;Rio Mogi-Guaçu;À jusante da confluência com o córrego Ferraz ou do Pinhal.;2001-01-01;NA;MOGI-GUAÇU;714;9;3530706;Mogi Guaçu
MOGU02220;Rio Mogi-Guaçu;À jusante da confluência com o córrego Arari ou Araras.No município de Mogi-Guaçu.;2002-01-01;2010-06-03;MOGI-GUAÇU;715;9;3530706;Mogi Guaçu
MOMI02400;Rio Mogi Mirim;Rio Mogi Mirim na Ponte da SP 147 Km 56,8 no Bairro do Mirante.;2003-01-01;2010-06-03;MOGI-MIRIM;702;9;3530805;Moji Mirim
MOMI03800;Rio Mogi Mirim;Rio Mogi Mirim na Ponte da SP 340, no Km 166,5.;2002-01-01;NA;MOGI-MIRIM;703;9;3530805;Moji Mirim
RICO02200;Córrego  Rico- UGHRI 9;PONTE NA ESTRADA DE TERRA A MONTANTE DA ETE CORREGO DO RICO;2010-01-01;NA;MONTE ALTO;1954;9;3531308;Monte Alto
PORC03900;Ribeirão dos Porcos;Ponte na foz do Ribeirão dos Porcos com o Rio Mogi-Guaçu, no Bairro Veridiana.;2005-01-01;NA;ESPÍRITO SANTO DO PINHAL;765;9;3515186;Espírito Santo Do Pinhal
PORC03150;Ribeirão dos Porcos;Na Vila Maringá, em frente a Rua Francisco Staut, P2 do Monitoramento CREUPI;2005-01-01;2010-06-03;ESPÍRITO SANTO DO PINHAL;768;9;3515186;Espírito Santo Do Pinhal
MOGU02100;Rio Mogi-Guaçu;Ponte na rodovia de terra que liga Pinhal a Jacutinga, em Minas Gerais.;2000-10-06;NA;ESPÍRITO SANTO DO PINHAL;363;9;3515186;Espírito Santo Do Pinhal
MOGU02300;Rio Mogi-Guaçu;Junto à captação da ETA da Academia da Força Aérea, em Pirassununga.;1981-10-01;NA;PIRASSUNUNGA;231;9;3539301;Pirassununga
PEVA02900;Rio da Itupeva;Ponte de madeira na Foz do Rio Itupeva em estrada de terra. (antigo P12 ).;2002-01-01;NA;PIRASSUNUNGA;709;9;3539301;Pirassununga
OQUE02900;Ribeirão do Roque;"Ponte na vicinal Ricieri Scatolini, na foz do Rib. do Roque, junto a régua do DAEE 4D-032.

Na Vicinal Ricieri Scatolini.";2002-01-01;NA;PIRASSUNUNGA;716;9;3539301;Pirassununga
MOGU02340;Rio Mogi-Guaçu;Na Cachoeira de Emas, antes da barragem.;1979-03-01;2008-12-31;PIRASSUNUNGA;718;9;3539301;Pirassununga
TELA02900;Córrego Batistela;Na foz do Ribeirão da Batistela/Barra (P16);2002-01-01;NA;PIRASSUNUNGA;712;9;3539301;Pirassununga
TELA02700;Córrego Batistela;Na captação da SAEP, no bairro Vila Sta. Fé.Conhecido também como Corrego da Barra.(P17);2005-10-01;2010-06-03;PIRASSUNUNGA;679;9;3539301;Pirassununga
MOGU02350;Rio Mogi-Guaçu;Na Cachoeira das Emas, depois da barragem em frente ao Restaurante César.;2001-01-01;NA;PIRASSUNUNGA;681;9;3539301;Pirassununga
MOGU02260;Rio Mogi-Guaçu;A jusante da confluência do ribeirão do Meio.;2002-01-01;2016-12-31;PIRASSUNUNGA;697;9;3539301;Pirassununga
MOGU02270;Rio Mogi-Guaçu;À jusante da confluência do Ribeirão do Meio e do Rib. Itupeva.;2002-01-01;NA;PIRASSUNUNGA;2608;9;3539301;Pirassununga
MOGU02900;Rio Mogi-Guaçu;No Rancho Sto Antônio, próximo à rodovia que liga Sertãozinho a Pitangueiras, próximo a regua do DAEE 5C - 025.;1977-01-01;NA;PITANGUEIRAS;233;9;3539509;Pitangueiras
MOGU02410;Rio Mogi-Guaçu;A montante do Rib. dos Patos, antes do Parque Estadual de Porto Ferreira.;2002-01-01;2003-12-31;PORTO FERREIRA;701;9;3540705;Porto Ferreira
MOGU02450;Rio Mogi-Guaçu;À  jusante da cidade de Porto Ferreira -Ponte na Rod. Anhanguera, no Km 228.;2001-01-01;NA;PORTO FERREIRA;686;9;3540705;Porto Ferreira
QUEM02300;Ribeirão do Moquem;Em Sta. Cruz da Conceição, a montante da Represa Euclides Moreli.;2003-01-01;2010-06-03;SANTA CRUZ DA CONCEICAO;711;9;3546207;Santa Cruz Da Conceição
JAMI02900;Rio Jaguari-Mirim;Na foz do Rio Jaguari-Mirim.;2002-03-01;2005-03-01;SANTA CRUZ DAS PALMEIRAS;717;9;3546306;Santa Cruz Das Palmeiras
MOGU02490;Rio Mogi-Guaçu;Na Usina Santa Rita, na divisa de Santa Rita de Passa Quatro com Descalvado.;2001-01-01;NA;SANTA RITA DO PASSA QUATRO;687;9;3547502;Santa Rita Do Passa Quatro
JAMI02001;Rio Jaguari-Mirim;Na Ponte do Beloto, na estrada vicinal em Santo Antônio do Jardim, no km 217 da Rod. Engenheiro Borges (SP-346).;2016-01-01;NA;SANTO ANTONIO DO JARDIM;2515;9;3548104;Santo Antônio Do Jardim
JAMI02100;Rio Jaguari-Mirim;Ponte na estrada São João/Sto Ant do Jardim, altura da Fazenda Paraíso.;2005-01-01;2010-06-03;SANTO ANTONIO DO JARDIM;767;9;3548104;Santo Antônio Do Jardim
MOGU02500;Rio Mogi-Guaçu;Balsa da estrada que liga Santa Eudóxia a Luis Antonio, em Porto Pulador.;1979-03-01;2000-12-31;SÃO CARLOS;232;9;3548906;São Carlos
JAMI02300;Rio Jaguari-Mirim;Na ponte da SP 344, depois do Bairro do Pedregulho, na altura do Km 238,5;2005-01-01;2010-06-03;SAO JOAO DA BOA VISTA;764;9;3549102;São João Da Boa Vista
SETA04600;Ribeirão do Sertãozinho;PONTE A JUSANTE DA ETE DE SERTAZINHO;2011-01-01;NA;SERTAOZINHO;2142;9;3551702;Sertãozinho
PEXE02050;Rio do Peixe-UGRHI 9;Ponte no bairro do Rio do Peixe, na estrada para Munhoz;2009-07-01;2010-06-30;SOCORRO;1027;9;3552106;Socorro
PEXE02100;Rio do Peixe-UGRHI 9;Ponte na Rodovia SP-08, que liga Socorro a Lindóia, à jusante da captação da SABESP.;2005-07-01;NA;SOCORRO;1031;9;3552106;Socorro
PEXE02150;Rio do Peixe-UGRHI 9;Ponte à jusante do Hotel Cachoeira, em Socorro.;2005-07-01;NA;SOCORRO;1032;9;3552106;Socorro
DREZ02600;Córrego do  Xadrez;A montante da cidade de Engenheiro Coelho. Na ponte Pesqueiro;2002-01-01;2010-06-03;ENGENHEIRO COELHO;706;9;3515152;Engenheiro Coelho
GUAI02400;Córrego da Guaiaquica;Na estrada para Engenheiro Coelho, I km antes da cidade.;2005-01-01;2010-06-03;ENGENHEIRO COELHO;758;9;3515152;Engenheiro Coelho
TIBT02100;Braço do Rio Tiete;Ponte na rodovia SP-147, que liga Anhembi a Piracicaba;1993-01-04;2000-12-31;ANHEMBI;333;10;3502309;Anhembi
TIBB02900;Reservatório de Barra Bonita;No meio do corpo central, a 300m a montante da barragem.;1995-02-08;2000-12-31;BARRA BONITA;181;10;3505302;Barra Bonita
SORO02300;Rio Sorocaba;Ponte na Estrada Mun. Sorocaba/Boituva ao lado da captação do condomínio Faz. Boa Vista, na divisa de Boituva/Iperó.;2019-01-01;NA;BOITUVA;3312;10;3507001;Boituva
TIBB02100;Reservatório de Barra Bonita;No meio do corpo central, a jusante da confluência - Braços Tietê e Piracicaba.;1999-01-01;NA;BOTUCATU;334;10;3507506;Botucatu
TIBT02500;Braço do Rio Tiete;Ponte na rodovia SP-191 que liga Santa Maria da Serra a São Manoel.;1995-01-01;NA;BOTUCATU;166;10;3507506;Botucatu
LAVP03055;Ribeirão Lavapés - UGHRI 10;A jusante da confluência com o Córrego Tijuco Preto.;2017-01-01;NA;BOTUCATU;2566;10;3507506;Botucatu
SORO02700;Rio Sorocaba;Na ponte à montante da captação do Município de Cerquilho.;2000-01-01;NA;CERQUILHO;327;10;3511508;Cerquilho
EIXE02225;Rio do Peixe-UGRHI 10;Ponte na SP-300 (Marechal Rondon), na divisa de Bofete com Conchas;2010-01-01;NA;CONCHAS;1961;10;3512308;Conchas
COCH02850;Rio das Conchas;PONTE NA ESTRADA VICINAL DEPOIS DO BAIRRO ESTANCIA CRISTAL,EM CONCHAS;2010-01-01;NA;CONCHAS;1963;10;3512308;Conchas
SOIT02100;Reservatório Itupararanga;No meio do corpo central, lado esquerdo da Praia do Escritório, em frente a uma ilha.;1998-11-30;NA;IBIUNA;325;10;3519709;Ibiúna
SOBU02800;Rio Sorocabuçu;Ponte na estrada Bunjiro Nakao, na captação de Ibiúna;2005-01-01;NA;IBIUNA;788;10;3519709;Ibiúna
BUNA02900;Rio Una - UGHRI 10;Ponte na estrada que liga Ibiúna a Mayrink, próximo á Rodoviária de Ibiúna;2005-01-01;NA;IBIUNA;789;10;3519709;Ibiúna
SAUI02900;Rio Sarapuí;Ponte na estrada vicinal Iperó/Tatuí, próxima à captação da SABESP de Boituva e Iperó.;2005-01-01;NA;IPERO;782;10;3521002;Iperó
PGUI02700;Ribeirão Pirapitingui;Ao lado da  captação Aguas de Itu, junto a  barragem do condomínio Terras de São José.;2015-01-01;NA;ITU;2475;10;3523909;Itu
TIET02300;Rio Tietê;Jusante da Barragem da Usina Hidrelétrica São Pedro, em Itu;1993-04-01;2000-12-31;ITU;150;10;3523909;Itu
JIBU02750;Rio Pirajibú;Ponte na SP -075 na divisa de ITU/ Sorocaba.;2018-01-01;NA;ITU;2658;10;3523909;Itu
TIET02450;Rio Tietê;Ponte na estrada para a fazenda Santo Olegário, em Laranjal Paulista.;1993-01-01;NA;LARANJAL PAULISTA;152;10;3526407;Laranjal Paulista
SORO02900;Rio Sorocaba;Ponte na estrada que liga Laranjal Paulista à localidade de Entre Rios.;1974-10-01;NA;LARANJAL PAULISTA;149;10;3526407;Laranjal Paulista
BPRU02300;Braço do Ribeirão Paruru;Corpo central, cerca de 700m a jusante do Pier São Francisco.;2020-01-01;NA;PIEDADE;3350;10;3537800;Piedade
TIET02250;Rio Tietê;Ponte na Av. Maria de Oliveira Bueno, em Pirapora do Bom Jesus;1998-01-01;2000-12-31;PIRAPORA DO BOM JESUS;127;10;3539103;Pirapora Do Bom Jesus
TIRG02900;Reservatório de Rasgão;Próximo das comportas do Reservatório de Rasgão.;1998-01-01;NA;PIRAPORA DO BOM JESUS;128;10;3539103;Pirapora Do Bom Jesus
AVEC02800;Ribeirão Avecuia;Na captação de Porto Feliz;2016-03-10;NA;PORTO FELIZ;2568;10;3540606;Porto Feliz
TIET02350;Rio Tietê;Ponte na Rua Estado de S. Paulo, junto ao medidor de nível, em Salto.;1978-01-01;NA;SALTO;177;10;3545209;Salto
PORA02700;Rio Pirapora;NA PONTE PRÓXIMA A CAPTAÇÃO DE SALTO DE PIRAPORA;2010-01-01;NA;SALTO DE PIRAPORA;1962;10;3545308;Salto De Pirapora
TIBB02500;Reservatório de Barra Bonita;No meio do corpo central, próximo à Ilha do Centro.;1995-02-08;1998-12-31;SÃO MANUEL;178;10;3550100;São Manuel
TIBB02700;Reservatório de Barra Bonita;No meio do corpo central, na direção do Córrego Araquazinho.;1995-01-01;NA;SÃO MANUEL;180;10;3550100;São Manuel
POLA02500;Ribeirão da Ponte Lavrada;Captação da SABESP - São Roque, no Distrito de Canguera;2005-10-26;2010-12-31;SAO ROQUE;1173;10;3550605;São Roque
